color,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,plot_keywords,language,country,content_rating,title_year
Color,Alan Taylor,112,Natalie Portman,206360018,Action|Adventure|Fantasy,Chris Hemsworth,Thor: The Dark World ,414070,Anthony Hopkins,arrest|portal|thor|warrior|weapon,English,USA,PG-13,2013
Color,George Miller,120,Charlize Theron,153629485,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Mad Max: Fury Road ,552503,Zoë Kravitz,australia|desert|escape|on the run|post apocalypse,English,Australia,R,2015
Color,Ron Howard,146,Ayelet Zurer,133375846,Mystery|Thriller,Tom Hanks,Angels & Demons ,207839,Armin Mueller-Stahl,conclave|illuminati|murder|reference to bernini|reference to raphael,English,USA,PG-13,2009
Color,Kenneth Branagh,115,Natalie Portman,181015141,Action|Adventure|Fantasy,Chris Hemsworth,Thor ,536314,Anthony Hopkins,battle|marvel cinematic universe|scientist|thor|throne,English,USA,PG-13,2011
Color,Byron Howard,96,Diedrich Bader,114053579,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,Bolt ,146766,James Lipton,cat|dog|hamster|new york city|superpower,English,USA,PG,2008
Color,Hoyt Yeatman,88,Piper Mackenzie Harris,119420252,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,G-Force ,33042,Niecy Nash,fbi director|guinea pig|household appliance|secret agent|talking mouse,English,USA,PG,2009
Color,Jonathan Liebesman,99,Edgar Ramírez,83640426,Action|Adventure|Fantasy,Liam Neeson,Wrath of the Titans ,152826,Lily James,ares|hades|titan|underworld|zeus,English,USA,PG-13,2012
Color,Tim Burton,113,Chloë Grace Moretz,79711678,Comedy|Fantasy|Horror,Johnny Depp,Dark Shadows ,199039,Christopher Lee,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,English,USA,PG-13,2012
Color,Christopher McQuarrie,131,Jeremy Renner,195000874,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible - Rogue Nation ,232187,Sean Harris,capture|computer hacker|mission|rogue agent|spy,English,China,PG-13,2015
Color,Joe Johnston,119,Simon Merrells,61937495,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,The Wolfman ,89442,Art Malik,asylum|death|full moon|transformation|werewolf,English,USA,R,2010
Color,David Yates,110,Alexander Skarsgård,124051759,Action|Adventure|Drama|Romance,Christoph Waltz,The Legend of Tarzan ,42372,Casper Crump,africa|capture|jungle|male objectification|tarzan,English,USA,PG-13,2016
Color,Steve Hickner,91,Oprah Winfrey,126597121,Adventure|Animation|Comedy|Family,Matthew Broderick,Bee Movie ,105902,Rip Torn,bee|dream sequence|egg|scatological humor|squashed bug,English,USA,PG,2007
Color,Jennifer Yuh Nelson,90,Gary Oldman,165230261,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,Mike Bell,china|kung fu|panda|peacock|tigress,English,USA,PG,2011
Color,M. Night Shyamalan,103,Noah Ringer,131564731,Action|Adventure|Family|Fantasy,Seychelle Gabriel,The Last Airbender ,118951,Aasif Mandvi,avatar|fire|kingdom|tribe|water,English,USA,PG,2010
Color,J.J. Abrams,124,Tom Cruise,133382309,Action|Adventure|Thriller,Philip Seymour Hoffman,Mission: Impossible III ,256695,Eddie Marsan,arms dealer|fictional government agency|mission|rescue|vatican,English,USA,PG-13,2006
Color,Roland Emmerich,131,Jake Weber,73103784,Action|Drama|Thriller,Channing Tatum,White House Down ,164238,Matt Craven,black u.s. president|president|secret service|tour|white house,English,USA,PG-13,2013
Color,Simon Wells,88,Dan Fogler,21379315,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,Mars Needs Moms ,17590,Tom Everett Scott,boy|martian|rescue|robot|sexism,English,USA,PG,2011
Color,David Bowers,85,Kate Winslet,64459316,Adventure|Animation|Comedy|Family,Hugh Jackman,Flushed Away ,85086,David Suchet,boat|frog|rat|sewer|toad,English,UK,PG,2006
Color,Joe Wright,111,Cara Delevingne,34964818,Adventure|Family|Fantasy,Hugh Jackman,Pan ,39956,Nonso Anozie,1940s|child hero|fantasy world|orphan|reference to peter pan,English,USA,PG,2015
Color,Rob Minkoff,92,Zach Callison,111505642,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,Mr. Peabody & Sherman ,47900,Karan Brar,dog|father son relationship|inventor|talking dog|time travel,English,USA,PG,2014
Color,Wolfgang Petersen,196,Orlando Bloom,133228348,Adventure,Brad Pitt,Troy ,381672,Julian Glover,greek|mythology|prince|trojan|troy,English,USA,R,2004
Color,Eric Darnell,93,Martin Short,216366733,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,119213,Cedric the Entertainer,animal|circus|island name in title|lemur|penguin,English,USA,PG,2012
 Black and White,Lee Tamahori,133,Colin Salmon,160201106,Action|Adventure|Thriller,Toby Stephens,Die Another Day ,169914,Rick Yune,catfight|clinic|colonel|diamond|patricide,English,UK,PG-13,2002
Color,Paul Feig,116,Kate McKinnon,118099659,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Ghostbusters ,69757,Zach Woods,ghost|ghostbuster|ghostbusters|male objectification|reboot,English,USA,PG-13,2016
Color,Michael Bay,153,Steve Buscemi,201573391,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,Armageddon ,322395,Will Patton,asteroid|astronaut|bomb|meteorite|outer space,English,USA,PG-13,1998
Color,Barry Sonnenfeld,88,Rosario Dawson,190418803,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,Men in Black II ,270207,Rip Torn,alien|lingerie|lingerie model|m.i.b.|pug,English,USA,PG-13,2002
Color,Robert Zemeckis,115,Anthony Hopkins,82161969,Action|Adventure|Animation|Fantasy,Robin Wright,Beowulf ,142440,Sebastian Roché,creature|demon|king|reward|warrior,English,USA,PG-13,2007
Color,Alessandro Carloni,95,Angelina Jolie Pitt,143523463,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,Kung Fu Panda 3 ,64322,Wayne Knight,china|kung fu|panda|pig|village,English,USA,PG,2016
Color,Brad Bird,133,Jeremy Renner,209364921,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,Michael Nyqvist,dubai|kremlin|race against time|russian|terrorist,English,USA,PG-13,2011
Color,Peter Ramsey,97,Kamil McFadden,103400692,Adventure|Animation|Family|Fantasy,Hugh Jackman,Rise of the Guardians ,123553,Khamani Griffin,belief|box office hit|children|new york city|tooth,English,USA,PG,2012
Color,Dean Parisot,90,Richard Burgi,110332737,Comedy|Crime,John Michael Higgins,Fun with Dick and Jane ,110788,David Herman,animal abuse|ceo|heist|suburb|unemployment,English,USA,PG-13,2005
Color,Edward Zwick,154,Tony Goldwyn,111110575,Action|Drama|History|War,Tom Cruise,The Last Samurai ,317166,Chad Lindberg,captain|emperor|honor|japan|samurai,English,USA,R,2003
Color,Ridley Scott,150,María Valverde,65007045,Action|Adventure|Drama,Christian Bale,Exodus: Gods and Kings ,128682,Ben Mendelsohn,egypt|exodus|moses|pharaoh|plague,English,UK,PG-13,2014
Color,J.J. Abrams,127,Leonard Nimoy,257704099,Action|Adventure|Sci-Fi,Chris Hemsworth,Star Trek ,504419,Bruce Greenwood,box office hit|future|lifted by the throat|star trek|vulcan,English,USA,PG-13,2009
Color,Sam Raimi,121,James Franco,403706375,Action|Adventure|Fantasy|Romance,J.K. Simmons,Spider-Man ,544665,Kirsten Dunst,evil|goblin|spider|spider man|superhero,English,USA,PG-13,2002
Color,Dean DeBlois,102,Djimon Hounsou,176997107,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,How to Train Your Dragon 2 ,221128,America Ferrera,dragon|father son relationship|husband wife relationship|mother son relationship|viking,English,USA,PG,2014
Color,Alex Proyas,126,Elodie Yung,31141074,Action|Adventure|Fantasy,Gerard Butler,Gods of Egypt ,51892,Bryan Brown,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,English,USA,PG-13,2016
Color,Rob Cohen,121,Joe Morton,31704416,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,Stealth ,45455,Richard Roxburgh,artificial intelligence|box office flop|fighter jet|navy|pilot,English,USA,PG-13,2005
Color,Zack Snyder,215,Billy Crudup,107503316,Action|Drama|Mystery|Sci-Fi,Matt Frewer,Watchmen ,392474,Stephen McHattie,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,English,USA,R,2009
Color,Richard Donner,127,Rene Russo,129734803,Action|Crime|Thriller,Jet Li,Lethal Weapon 4 ,127497,Darlene Love,kung fu|lapd|martial arts|private investigator|triad,English,USA,R,1998
Color,Ang Lee,138,Regi Davis,132122995,Action|Sci-Fi,Kevin Rankin,Hulk ,212106,Celia Weston,1980s|c 130 hercules|monster|panzer|san francisco california,English,USA,PG-13,2003
Color,Jon M. Chu,122,Dwayne Johnson,122512052,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,G.I. Joe: Retaliation ,146352,Elodie Yung,general|gi joe|martial arts|ninja|president,English,USA,PG-13,2013
Color,Breck Eisner,124,Rainn Wilson,68642452,Action|Adventure|Comedy|Thriller,Matthew McConaughey,Sahara ,77673,Delroy Lindo,beach|civil war|desert|dictator|ship,English,UK,PG-13,2005
Color,Hironobu Sakaguchi,106,Ming-Na Wen,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,Jean Simmons,general|military|scientist|soldier|year 2065,English,USA,PG-13,2001
Color,Joe Johnston,124,Dominic Cooper,176636816,Action|Adventure|Sci-Fi,Chris Evans,Captain America: The First Avenger ,508818,Hayley Atwell,arctic|captain america|scientist|tesseract|war bond,English,USA,PG-13,2011
Color,Michael Apted,128,Maria Grazia Cucinotta,126930660,Action|Adventure|Thriller,Colin Salmon,The World Is Not Enough ,157519,Desmond Llewelyn,british|oil|scientist|terrorist|tycoon,English,UK,PG-13,1999
Color,Peter Weir,138,Lee Ingleby,93926386,Action|Adventure|Drama|History|War,James D'Arcy,Master and Commander: The Far Side of the World ,168207,David Threlfall,1800s|napoleonic wars|pursuit|royal navy|ship,English,USA,PG-13,2003
Color,Bill Condon,115,Kristen Stewart,292298923,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,Taylor Lautner,battle|friend|super strength|vampire|vision,English,USA,PG-13,2012
Color,George Miller,100,Brad Pitt,63992328,Animation|Comedy|Family|Musical,Robin Williams,Happy Feet 2 ,32399,Common,3d|antarctica|krill|penguin|sequel,English,Australia,PG,2011
Color,Louis Leterrier,135,Peter Mensah,134518390,Action|Adventure|Sci-Fi,Ty Burrell,The Incredible Hulk ,326286,William Hurt,antidote|cure|hulk|marvel cinematic universe|opening action scene,English,USA,PG-13,2008
Color,,60,Philip Michael Thomas,,Action|Crime|Drama|Mystery|Thriller,Don Johnson,Miami Vice             ,16769,John Diehl,cult tv|detective|drugs|police|undercover,English,USA,TV-14,
Color,Steven Spielberg,117,Penelope Wilton,52792307,Adventure|Family|Fantasy,Mark Rylance,The BFG ,12572,Rafe Spall,cannibal|evil brother|giant|london england|queen,English,UK,PG,2016
Color,Alejandro G. Iñárritu,156,Tom Hardy,183635922,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,The Revenant ,406020,Lukas Haas,bear attack|cauterizing a wound|native american|revenge|survival,English,USA,R,2015
Color,David Soren,96,Snoop Dogg,83024900,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,Turbo ,62424,Ben Schwartz,accident|freak accident|race|snail|underdog,English,USA,PG,2013
Color,Gore Verbinski,107,Ray Winstone,123207194,Adventure|Animation|Comedy|Family|Western,Johnny Depp,Rango ,183208,Stephen Root,chameleon|lizard|sheriff|water|western town,English,USA,PG,2011
Color,Eric Darnell,92,Annet Mahendru,83348920,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Penguins of Madagascar ,60230,Andy Richter,little girl|park|spy|statue of liberty|television van,English,USA,PG,2014
Color,Paul Greengrass,115,Edgar Ramírez,227137090,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum ,491077,Albert Finney,action hero|cia|dark past|flashback|memory,English,USA,PG-13,2007
Color,Mark Osborne,92,Wayne Knight,215395021,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu Panda ,307029,Dan Fogler,kung fu|kung fu master|master|panda|snow leopard,English,USA,PG,2008
Color,Peyton Reed,117,Hayley Atwell,180191634,Action|Adventure|Comedy|Sci-Fi,Judy Greer,Ant-Man ,313866,T.I.,ant|chinatown san francisco|heist|sabotage|vault,English,USA,PG-13,2015
Color,Francis Lawrence,146,Josh Hutcherson,424645577,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Catching Fire ,498397,Sandra Ellis Lafferty,president|snow|television|tour|uprising,English,USA,PG-13,2013
Color,Bill Condon,115,Kristen Stewart,292298923,Adventure|Drama|Fantasy|Romance,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,Taylor Lautner,battle|friend|super strength|vampire|vision,English,USA,PG-13,2012
Color,Tim Johnson,94,Matt Jones,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,70121,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,English,USA,PG,2015
Color,Steven Spielberg,116,Lisa Ann Walter,234277056,Adventure|Sci-Fi|Thriller,Tom Cruise,War of the Worlds ,334345,Rick Gonzalez,alien|fight|storm|survival|tripod,English,USA,PG-13,2005
Color,Michael Bay,147,Henry Rollins,138396624,Action|Comedy|Crime|Thriller,Will Smith,Bad Boys II ,178126,Jordi Mollà,cuba|dea|drugs|money|undercover,English,USA,R,2003
Color,Chris Miller,90,Constance Marie,149234747,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,Puss in Boots ,114287,Amy Sedaris,betrayal|egg|friend|goose|hero,English,USA,PG,2011
Color,Phillip Noyce,101,Andre Braugher,118311368,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,Salt ,245621,August Diehl,cia|on the run|russian|russian spy|strong female lead,English,USA,PG-13,2010
Color,Darren Aronofsky,138,Emma Watson,101160529,Action|Adventure|Drama,Anthony Hopkins,Noah ,200022,Logan Lerman,ark|flood|noah's ark|water|wrath of god,English,USA,PG-13,2014
Color,Steven Spielberg,107,Mackenzie Crook,77564037,Action|Adventure|Family|Mystery,Toby Jones,The Adventures of Tintin ,177383,Tony Curran,captain|morocco|ship|tintin|treasure,English,USA,PG,2011
Color,Alfonso Cuarón,142,Gary Oldman,249358727,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,382255,Rupert Grint,magic|muggle|serial killer|traitor|wizard,English,UK,PG,2004
Color,Baz Luhrmann,165,Bryan Brown,49551662,Adventure|Drama|Romance|War,Essie Davis,Australia ,102338,Eddie Baroo,australia|cattle|darwin|drover|japanese,English,Australia,PG-13,2008
Color,M. Night Shyamalan,100,Zoë Kravitz,60522097,Action|Adventure|Sci-Fi,Will Smith,After Earth ,158720,Glenn Morshower,box office flop|father son team|fear|race against time|real life father and son playing father and son,English,USA,PG-13,2013
Color,Eric Leighton,82,D.B. Sweeney,137748063,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur ,38438,Della Reese,egg|iguanodon|lemur|meteor|nesting grounds,English,USA,PG,2000
Color,Matt Birch,,Dave Legeno,,Action|Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II ,381,Ralph Ineson,,English,UK,,2011
Color,Shawn Levy,98,Rami Malek,113733726,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb ,67223,Steve Coogan,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,English,USA,PG,2014
Color,Tom McGrath,95,Brad Pitt,148337537,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Megamind ,172754,Will Ferrell,battle|city|planet|prison|superhero,English,USA,PG,2010
Color,Chris Columbus,159,Fiona Shaw,317557891,Adventure|Family|Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone ,444683,Verne Troyer,based on novel|birthday|evil wizard|quidditch|wizard,English,UK,PG,2001
Color,Robert Schwentke,96,Jeff Bridges,33592415,Action|Comedy|Fantasy,Ryan Reynolds,R.I.P.D. ,91640,Stephanie Szostak,drug dealer|gold|partner|police|undead,English,USA,PG-13,2013
Color,Hideaki Anno,120,Shin'ya Tsukamoto,,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,Godzilla Resurgence ,374,Atsuko Maeda,blood|godzilla|monster|sequel,Japanese,Japan,,2016
Color,Gore Verbinski,143,Orlando Bloom,305388685,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,Jack Davenport,caribbean|curse|governor|pirate|undead,English,USA,PG-13,2003
Color,Matt Birch,,Toby Jones,,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I ,252,Alfred Enoch,,English,UK,,2010
Color,Francis Lawrence,123,Philip Seymour Hoffman,337103873,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,Josh Hutcherson,based on young adult novel|manipulation|rebellion|symbol|uprising,English,USA,PG-13,2014
Color,Ron Howard,174,Seth Gabel,217536138,Mystery|Thriller,Tom Hanks,The Da Vinci Code ,314253,Jürgen Prochnow,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,English,USA,PG-13,2006
Color,Carlos Saldanha,101,Rachel Crow,131536019,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2 ,58498,Jeffrey Garcia,amazon|bird|father in law|jungle|no opening credits,English,USA,G,2014
Color,Bryan Singer,134,Bruce Davison,214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men 2 ,405973,Aaron Stanford,mutant|prison|professor|school|x men,English,Canada,PG-13,2003
Color,Justin Lin,132,Vin Diesel,209805005,Action|Crime|Thriller,Paul Walker,Fast Five ,284792,Dwayne Johnson,drug lord|drugs|federal agent|heist|police,English,USA,PG-13,2011
Color,Guy Ritchie,129,Eddie Marsan,186830669,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,Paul Anderson,factory|gypsy|investigation|sherlock holmes|train,English,USA,PG-13,2011
Color,Louis Leterrier,106,Jason Flemyng,163192114,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,229679,Alexa Davalos,famous line|hand to hand combat|kraken|rape|zeus,English,USA,PG-13,2010
Color,Paul Verhoeven,113,Rachel Ticotin,119412921,Action|Sci-Fi,Ronny Cox,Total Recall ,240241,Marshall Bell,ambiguous ending|false memory|implanted memory|memory|space colony,English,USA,R,1990
Color,John McTiernan,102,Vladimir Kulich,32694788,Action|Adventure|History,Tony Curran,The 13th Warrior ,101411,Clive Russell,arab|battle|combat|viking|warrior,English,USA,R,1999
Color,Tony Gilroy,135,Scott Glenn,113165635,Action|Adventure|Thriller,Jeremy Renner,The Bourne Legacy ,229823,Stacy Keach,assassin|cia|drone|pill|wolf,English,USA,PG-13,2012
Color,Joel Schumacher,125,Vivica A. Fox,107285004,Action,Michael Gough,Batman & Robin ,189855,John Glover,butler|critically bashed|cure|freeze|gotham,English,USA,PG-13,1997
Color,Ron Howard,110,T.J. Thyne,260031035,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole Christmas ,141414,Molly Shannon,box office hit|christmas|materialism|public humiliation|snowflake,English,USA,PG,2000
